decision_id,decision_type,raw_attribute_a,raw_attribute_b,canonical_node,payment_type_a,payment_type_b,semantic_family_a,semantic_family_b,role_a,role_b,evidence,normal_form_checks,hard_vetoes,decision_reason,lineage_action,decision_scope,evaluation_scope,track
dec::discovery::Razorpay::razorpay_payment_identifier::Razorpay::razorpay_order_identifier,REJECT,Razorpay.razorpay_payment_id,Razorpay.razorpay_order_id,payment_identifier|order_identifier,Razorpay,Razorpay,identifier:razorpay_payment,identifier:order,payment_object_identifier,order_identifier,"{""embedding_similarity"": 0.6762531834369516, ""explicit_alias"": false, ""name_similarity"": 0.5, ""same_canonical"": false, ""same_family"": false, ""signals"": [""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""name_similarity, embedding_similarity"", ""status"": ""FAIL""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=2 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",identifier subtypes must remain separate: identifier:razorpay_payment vs identifier:order; schema-declared do_not_merge_with_families veto,identifier subtypes must remain separate: identifier:razorpay_payment vs identifier:order; schema-declared do_not_merge_with_families veto,REJECT_UNSAFE_MERGE,rejected,excluded_from_eval,discovery
dec::discovery::Razorpay::razorpay_payment_identifier::Stripe::payment_intent_identifier,REJECT,Razorpay.razorpay_payment_id,Stripe.payment_intent_id,payment_identifier|payment_intent_identifier,Razorpay,Stripe,identifier:razorpay_payment,identifier:payment_intent,payment_object_identifier,payment_intent_object_identifier,"{""embedding_similarity"": 0.5775755396429672, ""explicit_alias"": false, ""name_similarity"": 0.5, ""same_canonical"": false, ""same_family"": false, ""signals"": [""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""name_similarity, embedding_similarity"", ""status"": ""FAIL""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=2 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",identifier subtypes must remain separate: identifier:razorpay_payment vs identifier:payment_intent,identifier subtypes must remain separate: identifier:razorpay_payment vs identifier:payment_intent,REJECT_UNSAFE_MERGE,rejected,excluded_from_eval,discovery
dec::discovery::Razorpay::amount::Stripe::amount,DISCOVERY_CANDIDATE,Razorpay.amount,Stripe.amount,payment_amount,Razorpay,Stripe,payment:amount,payment:amount,payment_amount_minor_units,payment_amount_minor_units,"{""embedding_similarity"": 0.999999999999, ""explicit_alias"": false, ""name_similarity"": 1.0, ""same_canonical"": true, ""same_family"": true, ""signals"": [""same_canonical_hint"", ""same_semantic_family"", ""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""same_canonical_hint, same_semantic_family, name_similarity, embedding_similarity"", ""status"": ""PASS""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=4 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",,schema-supported discovery candidate,DISCOVERY_ALIAS_CANDIDATE,discovery_candidate,discovery_eval,discovery
dec::discovery::Razorpay::amount::UPI::transaction_amount,DISCOVERY_CANDIDATE,Razorpay.amount,UPI.txn_amount,payment_amount,Razorpay,UPI,payment:amount,payment:amount,payment_amount_minor_units,transaction_amount,"{""embedding_similarity"": 0.7472758963919649, ""explicit_alias"": true, ""name_similarity"": 0.5, ""same_canonical"": true, ""same_family"": true, ""signals"": [""same_canonical_hint"", ""same_semantic_family"", ""schema_declared_alias"", ""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""same_canonical_hint, same_semantic_family, schema_declared_alias, name_similarity, embedding_similarity"", ""status"": ""PASS""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=5 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",,schema-supported discovery candidate,DISCOVERY_ALIAS_CANDIDATE,discovery_candidate,discovery_eval,discovery
dec::discovery::Razorpay::currency::Stripe::currency,DISCOVERY_CANDIDATE,Razorpay.currency,Stripe.currency,payment_currency,Razorpay,Stripe,payment:currency,payment:currency,currency_code,currency_code,"{""embedding_similarity"": 0.9999999999990001, ""explicit_alias"": false, ""name_similarity"": 1.0, ""same_canonical"": true, ""same_family"": true, ""signals"": [""same_canonical_hint"", ""same_semantic_family"", ""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""same_canonical_hint, same_semantic_family, name_similarity, embedding_similarity"", ""status"": ""PASS""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=4 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",,schema-supported discovery candidate,DISCOVERY_ALIAS_CANDIDATE,discovery_candidate,discovery_eval,discovery
dec::discovery::Razorpay::currency::UPI::currency,DISCOVERY_CANDIDATE,Razorpay.currency,UPI.currency,payment_currency,Razorpay,UPI,payment:currency,payment:currency,currency_code,currency_code,"{""embedding_similarity"": 0.9999999999990001, ""explicit_alias"": false, ""name_similarity"": 1.0, ""same_canonical"": true, ""same_family"": true, ""signals"": [""same_canonical_hint"", ""same_semantic_family"", ""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""same_canonical_hint, same_semantic_family, name_similarity, embedding_similarity"", ""status"": ""PASS""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=4 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",,schema-supported discovery candidate,DISCOVERY_ALIAS_CANDIDATE,discovery_candidate,discovery_eval,discovery
dec::discovery::Razorpay::method::Stripe::payment_method,DISCOVERY_CANDIDATE,Razorpay.method,Stripe.payment_method,payment_method,Razorpay,Stripe,payment:method,payment:method,payment_method,payment_method_reference,"{""embedding_similarity"": 0.881650054351921, ""explicit_alias"": true, ""name_similarity"": 0.5, ""same_canonical"": true, ""same_family"": true, ""signals"": [""same_canonical_hint"", ""same_semantic_family"", ""schema_declared_alias"", ""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""same_canonical_hint, same_semantic_family, schema_declared_alias, name_similarity, embedding_similarity"", ""status"": ""PASS""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=5 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",,schema-supported discovery candidate,DISCOVERY_ALIAS_CANDIDATE,discovery_candidate,discovery_eval,discovery
dec::discovery::Razorpay::virtual_payment_address::UPI::virtual_payment_address,DISCOVERY_CANDIDATE,Razorpay.vpa,UPI.vpa,virtual_payment_address,Razorpay,UPI,upi:vpa,upi:vpa,payer_or_customer_vpa,generic_vpa,"{""embedding_similarity"": 0.9999999999989999, ""explicit_alias"": true, ""name_similarity"": 1.0, ""same_canonical"": true, ""same_family"": true, ""signals"": [""same_canonical_hint"", ""same_semantic_family"", ""schema_declared_alias"", ""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""same_canonical_hint, same_semantic_family, schema_declared_alias, name_similarity, embedding_similarity"", ""status"": ""PASS""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=5 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",,schema-supported discovery candidate,DISCOVERY_ALIAS_CANDIDATE,discovery_candidate,discovery_eval,discovery
dec::discovery::Razorpay::virtual_payment_address::UPI::payee_virtual_payment_address,REJECT,Razorpay.vpa,UPI.payee_vpa,virtual_payment_address|payee_virtual_payment_address,Razorpay,UPI,upi:vpa,upi:payee_vpa,payer_or_customer_vpa,payee,"{""embedding_similarity"": 0.7299379572712172, ""explicit_alias"": false, ""name_similarity"": 0.75, ""same_canonical"": false, ""same_family"": false, ""signals"": [""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""name_similarity, embedding_similarity"", ""status"": ""FAIL""}, ""CMNF"": {""reason"": ""rail mismatch psp_gateway vs upi"", ""status"": ""FAIL""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=2 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""role conflict: payer vs payee"", ""status"": ""FAIL""}}",role conflict: payer vs payee,role conflict: payer vs payee,REJECT_UNSAFE_MERGE,rejected,excluded_from_eval,discovery
dec::discovery::Razorpay::status::Stripe::status,DISCOVERY_CANDIDATE,Razorpay.status,Stripe.status,payment_status,Razorpay,Stripe,payment:status,payment:status,payment_lifecycle_status,payment_intent_lifecycle_status,"{""embedding_similarity"": 0.9999999999989997, ""explicit_alias"": false, ""name_similarity"": 1.0, ""same_canonical"": true, ""same_family"": true, ""signals"": [""same_canonical_hint"", ""same_semantic_family"", ""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""same_canonical_hint, same_semantic_family, name_similarity, embedding_similarity"", ""status"": ""PASS""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=4 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",,schema-supported discovery candidate,DISCOVERY_ALIAS_CANDIDATE,discovery_candidate,discovery_eval,discovery
dec::discovery::Razorpay::status::UPI::transaction_status,DISCOVERY_CANDIDATE,Razorpay.status,UPI.txn_status,payment_status,Razorpay,UPI,payment:status,payment:status,payment_lifecycle_status,transaction_status,"{""embedding_similarity"": 0.7974614473649851, ""explicit_alias"": true, ""name_similarity"": 0.5, ""same_canonical"": true, ""same_family"": true, ""signals"": [""same_canonical_hint"", ""same_semantic_family"", ""schema_declared_alias"", ""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""same_canonical_hint, same_semantic_family, schema_declared_alias, name_similarity, embedding_similarity"", ""status"": ""PASS""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=5 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",,schema-supported discovery candidate,DISCOVERY_ALIAS_CANDIDATE,discovery_candidate,discovery_eval,discovery
dec::discovery::Razorpay::created_at::Stripe::created,DISCOVERY_CANDIDATE,Razorpay.created_at,Stripe.created,created_at,Razorpay,Stripe,temporal:created_at,temporal:created_at,payment_created_timestamp,payment_intent_created_timestamp,"{""embedding_similarity"": 0.9859557099271062, ""explicit_alias"": true, ""name_similarity"": 0.5, ""same_canonical"": true, ""same_family"": true, ""signals"": [""same_canonical_hint"", ""same_semantic_family"", ""schema_declared_alias"", ""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""same_canonical_hint, same_semantic_family, schema_declared_alias, name_similarity, embedding_similarity"", ""status"": ""PASS""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=5 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",,schema-supported discovery candidate,DISCOVERY_ALIAS_CANDIDATE,discovery_candidate,discovery_eval,discovery
dec::discovery::Stripe::amount::UPI::transaction_amount,DISCOVERY_CANDIDATE,Stripe.amount,UPI.txn_amount,payment_amount,Stripe,UPI,payment:amount,payment:amount,payment_amount_minor_units,transaction_amount,"{""embedding_similarity"": 0.7472758963919649, ""explicit_alias"": true, ""name_similarity"": 0.5, ""same_canonical"": true, ""same_family"": true, ""signals"": [""same_canonical_hint"", ""same_semantic_family"", ""schema_declared_alias"", ""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""same_canonical_hint, same_semantic_family, schema_declared_alias, name_similarity, embedding_similarity"", ""status"": ""PASS""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=5 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",,schema-supported discovery candidate,DISCOVERY_ALIAS_CANDIDATE,discovery_candidate,discovery_eval,discovery
dec::discovery::Stripe::currency::UPI::currency,DISCOVERY_CANDIDATE,Stripe.currency,UPI.currency,payment_currency,Stripe,UPI,payment:currency,payment:currency,currency_code,currency_code,"{""embedding_similarity"": 0.9999999999990001, ""explicit_alias"": false, ""name_similarity"": 1.0, ""same_canonical"": true, ""same_family"": true, ""signals"": [""same_canonical_hint"", ""same_semantic_family"", ""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""same_canonical_hint, same_semantic_family, name_similarity, embedding_similarity"", ""status"": ""PASS""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=4 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",,schema-supported discovery candidate,DISCOVERY_ALIAS_CANDIDATE,discovery_candidate,discovery_eval,discovery
dec::discovery::Stripe::status::UPI::transaction_status,DISCOVERY_CANDIDATE,Stripe.status,UPI.txn_status,payment_status,Stripe,UPI,payment:status,payment:status,payment_intent_lifecycle_status,transaction_status,"{""embedding_similarity"": 0.7974614473649851, ""explicit_alias"": true, ""name_similarity"": 0.5, ""same_canonical"": true, ""same_family"": true, ""signals"": [""same_canonical_hint"", ""same_semantic_family"", ""schema_declared_alias"", ""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""same_canonical_hint, same_semantic_family, schema_declared_alias, name_similarity, embedding_similarity"", ""status"": ""PASS""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=5 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",,schema-supported discovery candidate,DISCOVERY_ALIAS_CANDIDATE,discovery_candidate,discovery_eval,discovery
dec::discovery::UPI::virtual_payment_address::UPI::payee_virtual_payment_address,DEFER,UPI.vpa,UPI.payee_vpa,virtual_payment_address|payee_virtual_payment_address,UPI,UPI,upi:vpa,upi:payee_vpa,generic_vpa,payee,"{""embedding_similarity"": 0.7299379572712172, ""explicit_alias"": false, ""name_similarity"": 0.75, ""same_canonical"": false, ""same_family"": false, ""signals"": [""name_similarity"", ""embedding_similarity""]}","{""AANF"": {""reason"": ""name_similarity, embedding_similarity"", ""status"": ""FAIL""}, ""CMNF"": {""reason"": ""same/compatible rail"", ""status"": ""PASS""}, ""DBNF"": {""reason"": ""version drift evaluated separately in DBNF audit"", ""status"": ""PASS""}, ""ECNF"": {""reason"": ""signals=2 required=1"", ""status"": ""PASS""}, ""PONF"": {""reason"": ""same partition"", ""status"": ""PASS""}, ""RRNF"": {""reason"": ""no role conflict"", ""status"": ""PASS""}}",,safe but insufficient evidence,DEFER_CANDIDATE,deferred,excluded_from_eval,discovery
